id_cliente,data,qtd_eventos,qtd_sessoes,qtd_page_view,qtd_search,qtd_click,qtd_add_to_cart,qtd_abandon_cart,qtd_purchase,canal_principal,dispositivo_principal,tempo_total_segundos,data_referencia_calculo
55bd4ff2-882e-4886-b027-f0e9e2b870e8,26/03/2024,1,1,0,1,0,0,0,0,app,computador,286,2026-05-16T02:58:24.632Z
c673f399-379a-41f2-aa9d-b9871c037cfa,03/03/2024,1,1,1,0,0,0,0,0,app,tablet,null,2026-05-16T02:58:24.632Z
1c44a7dd-e806-45cc-a195-40b240dd747c,23/04/2024,1,1,0,1,0,0,0,0,web,tablet,311,2026-05-16T02:58:24.632Z
d849f26b-f398-492b-afa9-c63a668c3d5d,07/04/2024,1,1,0,0,0,0,0,0,web,celular,151,2026-05-16T02:58:24.632Z
fdb9c595-78e4-42ab-9428-24449db628e9,08/04/2024,1,1,1,0,0,0,0,0,web,celular,188,2026-05-16T02:58:24.632Z
b3e1768c-b2a4-4b6f-996c-9232a409d6ef,11/04/2024,1,1,1,0,0,0,0,0,app,computador,526,2026-05-16T02:58:24.632Z
d28abe60-3af6-4df5-94b1-2f103146b554,27/04/2024,1,1,0,0,0,0,0,0,web,computador,554,2026-05-16T02:58:24.632Z
7e079dca-488b-4952-a9e7-c73c4dd61901,15/04/2024,1,1,0,0,0,1,0,0,web,computador,137,2026-05-16T02:58:24.632Z
bcb40cd0-fde2-47d3-8e52-a4c247fe8844,05/05/2024,1,1,0,0,0,0,0,0,mobile,computador,206,2026-05-16T02:58:24.632Z
fcaea20b-610c-4402-a5c7-382199dc9cd8,04/05/2024,1,1,0,0,0,0,0,1,web,celular,54,2026-05-16T02:58:24.632Z
d7eca321-58ec-4cbf-98ed-769d8364d154,27/05/2024,1,1,1,0,0,0,0,0,app,tablet,360,2026-05-16T02:58:24.632Z
d79cb140-0427-4b83-a458-39fb9d4f799f,17/05/2024,1,1,1,0,0,0,0,0,mobile,computador,52,2026-05-16T02:58:24.632Z
4735ad54-02dd-4bfc-9473-f572ed4a630e,02/05/2024,1,1,1,0,0,0,0,0,mobile,celular,341,2026-05-16T02:58:24.632Z
4a48c527-2a13-4f9c-837f-582fd76e8ae4,18/05/2024,1,1,0,0,0,1,0,0,web,celular,45,2026-05-16T02:58:24.632Z
f8e2c5bb-1073-4d83-a055-c1869e305e55,12/05/2024,1,1,0,0,0,1,0,0,app,tablet,80,2026-05-16T02:58:24.632Z
876735fb-7435-4cd8-9fec-d2b78de8783e,22/06/2024,1,1,0,0,0,1,0,0,web,celular,4610,2026-05-16T02:58:24.632Z
468f36d5-ccba-48a8-97e5-b0efd27b6269,04/06/2024,1,1,1,0,0,0,0,0,web,computador,350,2026-05-16T02:58:24.632Z
18080d7f-d54b-44a6-9d5d-8eadd9f74657,26/06/2024,1,1,1,0,0,0,0,0,app,computador,269,2026-05-16T02:58:24.632Z
35af9600-1aeb-4797-acfb-59d34d932855,19/06/2024,1,1,0,0,0,0,0,1,web,computador,380,2026-05-16T02:58:24.632Z
8788e7ef-8307-4443-814e-0c475eb0af67,04/06/2024,1,1,0,0,0,0,0,0,web,tablet,250,2026-05-16T02:58:24.632Z
59144cbc-4a45-43a5-981e-03123d0d0e2c,20/06/2024,1,1,0,0,1,0,0,0,app,celular,250,2026-05-16T02:58:24.632Z
deafb728-fe01-4c6f-acd6-fccdfb6ff331,05/06/2024,1,1,1,0,0,0,0,0,app,computador,200,2026-05-16T02:58:24.632Z
7a79c082-56f6-4c37-aa10-8a19f9c45e6b,17/06/2024,1,1,1,0,0,0,0,0,app,computador,113,2026-05-16T02:58:24.632Z
b05fdc22-a9d9-4b9b-8576-38d35ec91510,08/06/2024,1,1,1,0,0,0,0,0,app,tablet,396,2026-05-16T02:58:24.632Z
a0972119-cb51-4309-b054-073d07c62275,20/07/2024,1,1,1,0,0,0,0,0,mobile,celular,318,2026-05-16T02:58:24.632Z
4ce0f47d-84d4-4cac-b205-f3a74429163d,26/07/2024,1,1,0,1,0,0,0,0,web,computador,391,2026-05-16T02:58:24.632Z
408883bb-81ff-408b-9c22-5a33e7114f3a,14/07/2024,1,1,1,0,0,0,0,0,app,computador,173,2026-05-16T02:58:24.632Z
0f7799dc-d3a3-4d3a-9700-82da9115f542,17/08/2024,1,1,0,0,0,0,0,0,web,computador,null,2026-05-16T02:58:24.632Z
35402ead-1d19-47f0-ac4b-e01209d781ad,26/08/2024,1,1,0,0,0,0,0,0,web,computador,497,2026-05-16T02:58:24.632Z
50b0dabd-d8a5-483f-a904-dc968a7d492f,15/08/2024,1,1,0,0,0,1,0,0,web,computador,16,2026-05-16T02:58:24.632Z
f9338c4d-7c2d-4844-b631-99d7b13b3f3c,11/08/2024,1,1,1,0,0,0,0,0,web,tablet,339,2026-05-16T02:58:24.632Z
a8af4c5d-c415-42de-827a-b40e04e310cc,09/08/2024,1,1,0,1,0,0,0,0,app,computador,null,2026-05-16T02:58:24.632Z
958b04c6-a05b-4891-8ed7-b6d855aaa017,19/08/2024,1,1,0,0,0,1,0,0,mobile,computador,263,2026-05-16T02:58:24.632Z
a1bee3fc-7675-4688-bb77-34b04e13b705,17/09/2024,1,1,0,1,0,0,0,0,web,celular,418,2026-05-16T02:58:24.632Z
ebc66df0-a16a-4fba-8ef8-c88dd9d8018e,20/09/2024,1,1,0,1,0,0,0,0,web,computador,13,2026-05-16T02:58:24.632Z
c8f6ac15-175d-447b-a3c8-0276774bf4ce,17/09/2024,1,1,1,0,0,0,0,0,web,computador,313,2026-05-16T02:58:24.632Z
cdd15fda-86fe-4d8b-ac31-fef670437148,20/09/2024,1,1,0,0,1,0,0,0,app,celular,388,2026-05-16T02:58:24.632Z
dc2a4858-dbe0-4af5-9f4e-0e79f45ee638,26/10/2024,1,1,0,0,0,0,0,0,web,celular,144,2026-05-16T02:58:24.632Z
99b5e7dd-93f2-48b4-b81f-7cf4e6768557,05/10/2024,1,1,0,0,0,1,0,0,app,tablet,434,2026-05-16T02:58:24.632Z
172f7498-838d-4812-a20a-5e19b6859bb5,11/10/2024,1,1,1,0,0,0,0,0,web,computador,563,2026-05-16T02:58:24.632Z
7f04016f-d4f4-4885-8933-1ffe7697207d,17/10/2024,1,1,0,0,1,0,0,0,app,celular,507,2026-05-16T02:58:24.632Z
c0e61ad1-54c7-45f9-9745-4965fae12b74,13/11/2024,1,1,0,0,0,0,0,0,web,computador,93,2026-05-16T02:58:24.632Z
4af18ea1-a517-49c2-9d04-d0bcd138ef9e,09/11/2024,1,1,0,1,0,0,0,0,web,celular,187,2026-05-16T02:58:24.632Z
3485f906-88b8-4bac-8237-9711700da8b8,04/11/2024,1,1,1,0,0,0,0,0,web,celular,507,2026-05-16T02:58:24.632Z
144572db-2967-4c2a-a587-13a776d515df,03/11/2024,1,1,0,0,0,0,0,0,app,celular,561,2026-05-16T02:58:24.632Z
d8a03ab5-7fea-4534-82a6-4ed17ce89a07,22/11/2024,1,1,0,1,0,0,0,0,web,tablet,380,2026-05-16T02:58:24.632Z
084b9902-b9a3-4386-8ee0-924e1b7f5f4b,25/11/2024,1,1,1,0,0,0,0,0,app,computador,100,2026-05-16T02:58:24.632Z
2c76aadb-7a96-46d1-ae94-ed1345b30a4f,01/11/2024,1,1,0,1,0,0,0,0,web,computador,438,2026-05-16T02:58:24.632Z
431a8801-bbc8-449a-bfea-e52ec87a6d82,13/11/2024,1,1,0,0,1,0,0,0,web,computador,519,2026-05-16T02:58:24.632Z
b8ca3009-376b-4fb3-b939-c47975225249,19/12/2024,2,2,2,0,0,0,0,0,web,computador,884,2026-05-16T02:58:24.632Z
e151fbb1-c554-4c86-89ae-6a244518d3d9,13/12/2024,1,1,1,0,0,0,0,0,web,computador,309,2026-05-16T02:58:24.632Z
e5328daf-9bbb-488b-90f5-60f610eee1cc,12/12/2024,1,1,1,0,0,0,0,0,web,celular,88,2026-05-16T02:58:24.632Z
dbb478af-30e1-4c0a-b18e-08f81bc694f1,10/12/2024,1,1,0,0,0,1,0,0,web,celular,449,2026-05-16T02:58:24.632Z
3ac38566-803e-456b-b231-28115b7a4eed,20/12/2024,1,1,0,0,0,1,0,0,app,computador,393,2026-05-16T02:58:24.632Z
c4c746e7-8cc3-4666-a866-eac424717d92,24/12/2024,1,1,1,0,0,0,0,0,web,celular,207,2026-05-16T02:58:24.632Z
3b6658fa-d833-4105-b38a-b46d71c02561,23/01/2025,1,1,1,0,0,0,0,0,app,computador,238,2026-05-16T02:58:24.632Z
28652294-729b-4813-9947-8dae92bbde16,25/01/2025,1,1,0,1,0,0,0,0,web,tablet,372,2026-05-16T02:58:24.632Z
6a607004-2df7-417e-b7e2-8b6a34a6422d,20/01/2025,1,1,0,0,0,1,0,0,app,computador,592,2026-05-16T02:58:24.632Z
cf8a47c1-6fc6-44f2-bc5a-f2447bdbe5d3,14/01/2025,1,1,0,0,0,0,0,0,mobile,celular,584,2026-05-16T02:58:24.632Z
d859e7b3-3905-4087-baf2-e70d55d75e07,24/01/2025,1,1,0,1,0,0,0,0,web,celular,291,2026-05-16T02:58:24.632Z
ba0564cd-3882-4667-84e0-7ddb2044d634,19/02/2025,1,1,1,0,0,0,0,0,mobile,computador,401,2026-05-16T02:58:24.632Z
3cd8136d-fd5a-4e8c-97a1-68fd824ee20d,19/02/2025,1,1,1,0,0,0,0,0,web,celular,63,2026-05-16T02:58:24.632Z
74a96977-9faa-4a50-b18e-d2cf5aaeda93,24/03/2025,1,1,1,0,0,0,0,0,web,computador,158,2026-05-16T02:58:24.632Z
28cf881e-91f9-4ebc-ab6d-13714287043f,03/03/2025,1,1,0,0,1,0,0,0,web,computador,501,2026-05-16T02:58:24.632Z
bde6dec6-eec1-45e9-8206-6d184909a951,18/03/2025,1,1,1,0,0,0,0,0,web,computador,462,2026-05-16T02:58:24.632Z
6614f086-dde0-4beb-a0fd-f6cecf1f90c8,26/03/2025,1,1,0,0,0,0,0,0,web,tablet,425,2026-05-16T02:58:24.632Z
f579064d-77c7-4656-8915-edc97d4eba08,10/03/2025,1,1,0,1,0,0,0,0,web,celular,159,2026-05-16T02:58:24.632Z
0aa76138-f7f2-4734-ab93-157c339aade8,28/03/2025,1,1,0,0,0,1,0,0,web,computador,null,2026-05-16T02:58:24.632Z
02dabe93-6ea6-4a35-b7a3-182c79ebe72c,22/04/2025,1,1,0,0,0,1,0,0,web,celular,244,2026-05-16T02:58:24.632Z
8786bd7a-2fa7-42d5-ba19-c6c8d00ac48b,09/04/2025,1,1,1,0,0,0,0,0,app,celular,511,2026-05-16T02:58:24.632Z
654b9c2e-8ada-402c-a2b9-7386f05ff9e7,10/04/2025,1,1,0,0,0,0,0,1,web,celular,5611,2026-05-16T02:58:24.632Z
1a0b71b3-cd6e-474c-89f8-e039048f9449,21/04/2025,1,1,1,0,0,0,0,0,web,celular,372,2026-05-16T02:58:24.632Z
49057e51-2941-48f3-a533-7fcdf2e73531,04/05/2025,1,1,1,0,0,0,0,0,web,celular,260,2026-05-16T02:58:24.632Z
2c612f9a-9712-426f-9851-76367daf34f8,05/05/2025,1,1,0,0,0,0,0,0,web,tablet,352,2026-05-16T02:58:24.632Z
d77619d6-bb33-419e-900d-682e63f63ca0,22/06/2025,1,1,1,0,0,0,0,0,app,celular,327,2026-05-16T02:58:24.632Z
a5ff0e5c-781e-4f6d-9b01-96ec9d99ccf8,14/06/2025,1,1,0,1,0,0,0,0,web,celular,510,2026-05-16T02:58:24.632Z
f044dfbd-a701-45f9-a8d6-c223fe2d88ed,18/06/2025,1,1,0,0,1,0,0,0,app,celular,84,2026-05-16T02:58:24.632Z
7010d3a2-4a49-469c-8ecb-d134f5718bdd,22/06/2025,1,1,0,0,0,0,0,0,app,tablet,159,2026-05-16T02:58:24.632Z
c99a6fbe-ee36-4a00-bc0b-b1949d610861,03/06/2025,1,1,0,0,0,0,0,1,mobile,celular,322,2026-05-16T02:58:24.632Z
91426e9e-9b89-46d2-b928-24937ebe5e28,28/07/2025,1,1,0,0,0,0,0,0,web,computador,261,2026-05-16T02:58:24.632Z
b3a9459a-f957-4d98-9c4e-23819f6223d5,06/07/2025,1,1,1,0,0,0,0,0,app,computador,450,2026-05-16T02:58:24.632Z
846da205-4539-4f3f-aab9-c5038c18b090,21/07/2025,1,1,1,0,0,0,0,0,web,computador,null,2026-05-16T02:58:24.632Z
8e4611ed-f675-4664-99a5-c23bf725eddc,18/07/2025,1,1,1,0,0,0,0,0,mobile,celular,359,2026-05-16T02:58:24.632Z
8954bfb4-3838-456b-8203-09c1c54ba93f,04/07/2025,1,1,1,0,0,0,0,0,app,computador,477,2026-05-16T02:58:24.632Z
0f207f7e-197d-47ef-bcda-3823f7c65e09,06/07/2025,1,1,0,0,1,0,0,0,app,computador,213,2026-05-16T02:58:24.632Z
a9ba5e1e-046c-4e64-bd6d-61024304e4f8,14/07/2025,1,1,0,0,0,1,0,0,web,celular,441,2026-05-16T02:58:24.632Z
2ff065fa-75ed-4bf4-bf4c-cd0fcc78c57a,01/07/2025,1,1,0,0,0,0,0,0,app,tablet,125,2026-05-16T02:58:24.632Z
69462e9a-bac3-41d3-a336-7c10a6979c64,18/09/2025,1,1,1,0,0,0,0,0,web,tablet,371,2026-05-16T02:58:24.632Z
ce9daeb1-75e8-4071-b83b-7a1284377822,11/09/2025,1,1,0,1,0,0,0,0,web,celular,337,2026-05-16T02:58:24.632Z
d9dd1150-036f-425a-8bbf-284d518d39e9,09/09/2025,1,1,1,0,0,0,0,0,web,celular,null,2026-05-16T02:58:24.632Z
f81644b9-3be3-4ec9-be89-7aa7cb2ee209,22/09/2025,1,1,1,0,0,0,0,0,mobile,computador,574,2026-05-16T02:58:24.632Z
cea9855e-3b25-4f95-8b8f-138935d94eea,14/09/2025,1,1,0,1,0,0,0,0,web,celular,430,2026-05-16T02:58:24.632Z
feada9e5-39e6-424d-b0bd-04bd3867a0df,13/09/2025,1,1,1,0,0,0,0,0,app,celular,553,2026-05-16T02:58:24.632Z
918c2c1c-f7bf-4241-9a4b-6a31aa827b8b,27/10/2025,1,1,1,0,0,0,0,0,web,tablet,287,2026-05-16T02:58:24.632Z
f7b4e2a9-e5e4-4436-87b1-2db34d7dcd13,02/11/2025,1,1,1,0,0,0,0,0,web,tablet,133,2026-05-16T02:58:24.632Z
602762b1-8b19-4cc7-8904-24f6cbc18933,25/11/2025,1,1,0,1,0,0,0,0,mobile,celular,521,2026-05-16T02:58:24.632Z
c1220b98-9aab-491e-aeb9-94645cd1a071,16/11/2025,1,1,1,0,0,0,0,0,mobile,tablet,175,2026-05-16T02:58:24.632Z
9a3ae2d2-97d7-43b4-843c-ebac2fc0131c,01/12/2025,1,1,0,1,0,0,0,0,web,computador,155,2026-05-16T02:58:24.632Z
d6971f52-7fb5-482a-af80-5038b0206741,03/12/2025,1,1,1,0,0,0,0,0,web,celular,508,2026-05-16T02:58:24.632Z
2853f1fd-7477-4800-adf7-087617a79fb7,28/02/2026,1,1,0,0,0,0,0,0,web,celular,128,2026-05-16T02:58:24.632Z
680e222e-df20-4265-90e3-b7fc2d179959,16/02/2026,1,1,0,1,0,0,0,0,web,computador,291,2026-05-16T02:58:24.632Z
0610fcca-9708-4ccd-a107-f4f30c2f1bcc,09/02/2026,1,1,1,0,0,0,0,0,web,computador,472,2026-05-16T02:58:24.632Z
2fd2d80d-4a08-42dd-84ea-878453791283,06/03/2026,1,1,0,0,0,1,0,0,web,celular,520,2026-05-16T02:58:24.632Z
4ae77f2c-fd3b-4a9f-8207-111fdb3895df,04/03/2026,1,1,0,0,0,1,0,0,app,computador,290,2026-05-16T02:58:24.632Z
c1e088d4-8749-400d-a627-eb06a8ac3024,06/03/2026,1,1,0,1,0,0,0,0,web,computador,396,2026-05-16T02:58:24.632Z
8231a938-cd99-4b0a-827c-fbe47672d0d4,04/03/2026,1,1,0,1,0,0,0,0,web,celular,583,2026-05-16T02:58:24.632Z
fbc098e3-269c-4f59-9add-39e71f27b31b,04/01/2023,1,1,0,0,0,1,0,0,web,computador,595,2026-05-16T02:58:24.632Z
041a058a-85d4-4ed5-baad-4379528d01ea,19/02/2023,1,1,0,0,0,0,0,0,web,computador,null,2026-05-16T02:58:24.632Z
2374927f-5810-4b87-9086-d6b47d4d618d,08/02/2023,1,1,1,0,0,0,0,0,web,computador,554,2026-05-16T02:58:24.632Z
a17b417b-ffb8-4423-8370-5a43d5961a5c,02/03/2023,1,1,1,0,0,0,0,0,app,computador,594,2026-05-16T02:58:24.632Z
2f2e33a7-b431-4048-9113-1bcf37ab5a83,07/03/2023,1,1,1,0,0,0,0,0,web,celular,55,2026-05-16T02:58:24.632Z
9b960770-eb7f-49e1-9770-48a04487b3e4,23/03/2023,1,1,1,0,0,0,0,0,web,computador,431,2026-05-16T02:58:24.632Z
ad51c95c-a1bf-4632-95de-efe3179cc88c,12/03/2023,1,1,0,1,0,0,0,0,web,computador,432,2026-05-16T02:58:24.632Z
91384d03-9eaf-45f4-aa2a-8e8668582d40,23/04/2023,1,1,0,0,1,0,0,0,app,celular,424,2026-05-16T02:58:24.632Z
b5304bff-eb0e-46c1-bd7b-6d8ae3c1c24d,04/04/2023,1,1,0,0,0,1,0,0,web,computador,181,2026-05-16T02:58:24.632Z
cf62a600-a9a1-45e6-b6d9-36798e7cb9f4,02/04/2023,1,1,0,0,0,1,0,0,web,computador,296,2026-05-16T02:58:24.632Z
3df913b1-5541-4bab-b0b9-c8b9d0f4b17a,21/04/2023,1,1,1,0,0,0,0,0,mobile,celular,364,2026-05-16T02:58:24.632Z
4a272738-3534-47c5-a806-f6420a44eb28,04/05/2023,1,1,1,0,0,0,0,0,app,celular,44,2026-05-16T02:58:24.632Z
edb8b03e-9b12-4f49-b72d-153276499805,06/05/2023,1,1,1,0,0,0,0,0,mobile,computador,178,2026-05-16T02:58:24.632Z
4b1449c2-b303-4287-92e6-4b16619b8a74,27/06/2023,1,1,0,0,0,1,0,0,app,celular,52,2026-05-16T02:58:24.632Z
8bb7871f-c023-4956-94ca-a7830edc100b,04/06/2023,1,1,1,0,0,0,0,0,app,computador,445,2026-05-16T02:58:24.632Z
66820559-2e61-49db-95bf-cf14199394c0,09/06/2023,1,1,0,0,0,1,0,0,web,computador,194,2026-05-16T02:58:24.632Z
a84365f2-8162-415a-89cd-3e7b608981dc,19/06/2023,1,1,0,0,0,0,0,1,web,computador,525,2026-05-16T02:58:24.632Z
c15b50c9-c460-4546-914c-dad170beb101,11/06/2023,1,1,0,0,1,0,0,0,app,computador,10,2026-05-16T02:58:24.632Z
589d5fe0-e3ec-4417-a98b-0ba04ede29e8,05/06/2023,1,1,1,0,0,0,0,0,web,computador,375,2026-05-16T02:58:24.632Z
cd55e3c6-75bc-41ae-9903-26dfddefaead,11/06/2023,1,1,1,0,0,0,0,0,app,computador,270,2026-05-16T02:58:24.632Z
e3f7cee7-ecf1-4198-b276-1f357c1352d0,09/07/2023,1,1,1,0,0,0,0,0,web,computador,246,2026-05-16T02:58:24.632Z
f7550b53-7e51-49a4-b11c-2c2b328d1fd7,09/07/2023,1,1,1,0,0,0,0,0,mobile,computador,342,2026-05-16T02:58:24.632Z
a0a71e10-35c5-457d-a9d2-c52a83e8fffe,02/07/2023,1,1,0,0,1,0,0,0,app,computador,226,2026-05-16T02:58:24.632Z
1abd0a52-dc6e-4653-8426-886f32f8c3a3,26/08/2023,1,1,1,0,0,0,0,0,app,computador,402,2026-05-16T02:58:24.632Z
556cc950-5f27-42c0-922e-990a6e2ebd81,10/08/2023,1,1,1,0,0,0,0,0,web,celular,553,2026-05-16T02:58:24.632Z
5fb996ed-ad70-4ef0-8a3c-d4adeed8d910,03/08/2023,1,1,0,0,1,0,0,0,web,computador,164,2026-05-16T02:58:24.632Z
138fd118-e135-4251-a7cd-cbf2337f4c1f,21/09/2023,1,1,0,1,0,0,0,0,web,computador,595,2026-05-16T02:58:24.632Z
998b295e-7fcd-4917-8d44-8b980381fb83,27/10/2023,1,1,0,0,0,0,0,0,web,celular,null,2026-05-16T02:58:24.632Z
